id,saleprice
2658,142959.4653056439
2718,160154.21210480382
2414,202252.70303184085
1989,117483.93802692964
625,163759.72917965922
333,88755.82951856103
1327,95740.0538191665
858,131215.79184033803
95,186825.30273553936
1568,156363.26078785758
2482,158384.55002791205
1364,125315.1712162083
2584,159892.2920713683
818,301371.9889399848
2673,159845.9606556262
2089,114435.9464811114
1297,141737.1955215859
790,120209.55940922364
2616,182681.33074596745
720,191862.07356204707
222,145248.72236844146
557,132348.38925846186
1148,198057.74996407158
2766,167601.2210823551
534,189990.8040024334
1452,113088.60421737647
630,130671.10293029259
2648,109115.12159308896
125,159982.66986590647
1904,67234.91556845552
1670,102258.88557798449
756,102071.3672063071
717,232922.7874020019
1032,164135.7224194886
852,210879.8901962745
1731,167902.9849086066
2639,106879.67103041676
2071,73145.13198002645
1267,120359.89706790898
1851,206625.88082637364
567,148392.69010275157
2439,198844.21717451775
1898,150317.1240170608
647,174970.2483941455
2256,214921.2657173813
979,94922.09029606983
1444,221331.60904009873
2485,120791.66377504224
157,128271.74806112985
88,121006.90519213595
2003,109323.90953574171
186,225417.57718491007
1425,250389.03987597243
2695,132812.33589995358
738,110899.13993365255
395,150049.47056912835
1353,184105.5216602064
1878,139017.44988744715
390,162370.6201086225
1456,251154.58489816048
1103,362357.07286956016
1387,139372.80687954725
2070,135392.05634362844
1199,179254.05364791994
2479,168901.0766833689
501,290120.1291718319
2362,94318.9757990754
1718,207084.18403681874
2188,90672.9339720907
1483,160765.51219840214
2557,89718.11469387168
437,371243.6541732161
2224,179460.69276864495
1628,165648.2506254901
397,137402.43390932126
587,182264.21231273678
2182,539048.9262809779
971,134181.9553715255
2611,155371.39268915312
1887,86329.4109946401
2399,409775.77380155766
2148,203643.49497044383
304,124059.45414119693
1997,114288.02327023224
2817,129019.89669132655
1431,185686.1523654959
427,330528.6071252118
263,117873.82835436608
598,166667.17814026936
2895,227009.9301183534
687,150309.58366841293
1822,130855.11947671224
2191,115869.31097487926
179,124930.39724739116
1009,201142.2381269015
2010,129466.64748394383
1991,129939.34794457632
1411,156743.92303897135
1721,232239.8232251014
1144,192059.67775026857
593,228412.0838508953
575,331779.660173542
1249,162784.8475211192
1604,114521.72021473595
1064,515265.93206457654
1923,162324.11264852938
1988,93699.46996564
2325,163000.63898409618
114,195628.23086977206
2700,178973.8552712237
217,122076.20090165138
343,171741.43092277477
386,233316.65508657086
2005,98501.65111791175
2908,134383.72590252524
1814,275544.09875886375
2446,582073.7110580647
208,147085.46419004575
1679,104700.55186593783
822,340673.2566970779
6,181126.69250750626
1781,442088.03044029843
2397,271881.0390244956
2340,323772.72352258913
1618,158110.08991395537
2843,142596.56260104562
1061,424879.96497270593
2786,126978.5967684685
1935,132405.83298259648
1341,114385.07328649171
521,286782.4085335091
2136,122823.5586609271
996,185876.4334560743
227,141164.9207197572
135,173029.08405293868
1167,153035.59904876078
294,224687.85047307616
1776,200259.30865747528
540,186522.14366257965
1717,202943.57057830525
2303,116495.23128273581
116,180503.5030321377
127,134660.2263550605
1371,150480.51393146493
1014,166510.17110860205
1507,89385.21218580323
702,130905.71820989635
750,143479.688701545
