id,saleprice
2658,143449.02614891957
2718,159656.5478685336
2414,202581.30090781287
1989,117585.82007014411
625,164152.13506700765
333,88987.23487947222
1327,96008.13605343911
858,130988.03753759403
95,187099.14588332892
1568,156160.263269159
2482,158215.74231068982
1364,125652.73491498712
2584,159233.91797437306
818,301069.4230489017
2673,158784.26888387252
2089,114317.6813074485
1297,142460.6492063868
790,119903.4051777816
2616,183053.05494442946
720,193065.58851714732
222,144617.75640271662
557,132358.6408135579
1148,197021.45448056347
2766,166944.1570987099
534,190059.6009878245
1452,112789.7779457566
630,130493.84587671241
2648,109905.14272096382
125,160290.85838147727
1904,67422.5955831799
1670,102308.09115574467
756,103797.56514469204
717,231916.2789045959
1032,163632.78485705436
852,211489.25880345298
1731,168991.24573439543
2639,107302.29539364483
2071,73407.97803369962
1267,119812.07272537927
1851,205898.7632259698
567,149200.30761030075
2439,198872.27450346958
1898,149731.3998448201
647,174415.46516157806
2256,215993.45795850325
979,94777.6125425021
1444,222236.86166671565
2485,121220.8333554837
157,127882.61997179608
88,120993.14542096293
2003,109907.70486561734
186,225735.21139396017
1425,251229.3610439793
2695,132419.4741552375
738,111238.5291985682
395,149549.9560204368
1353,183608.40744719296
1878,138594.58598346758
390,162175.54582781377
1456,251116.99761819636
1103,362671.5913843775
1387,139308.0688888195
2070,135211.70796329595
1199,179195.02633210123
2479,169436.7912300923
501,288458.6896047502
2362,94394.29055784842
1718,205745.1513552538
2188,90542.93939082712
1483,161339.8938986428
2557,90102.45031820462
437,368181.9736259631
2224,179379.55489078327
1628,166598.0300449293
397,137892.5654999351
587,182189.2627019864
2182,528966.827911034
971,133923.2396116462
2611,155820.29223164296
1887,86353.71704196058
2399,406055.66444316454
2148,204448.64097697038
304,124085.42713768533
1997,114899.19288339028
2817,128764.15524945613
1431,185793.57037516174
427,328492.34799064987
263,117780.12275536527
598,166404.55883398475
2895,226714.14289183554
687,152753.11286031557
1822,130472.0742663802
2191,115523.10325970892
179,125325.61056632454
1009,201395.77969258642
2010,129186.03864702846
1991,130319.12133247948
1411,156005.69553597475
1721,231204.7768208345
1144,192093.63516283146
593,229067.13061313133
575,331927.41504466825
1249,162867.53474215977
1604,114571.31147494754
1064,511260.4796200388
1923,162658.24513171884
1988,94380.32429759933
2325,163404.82687643115
114,194971.6459915737
2700,178275.37019158984
217,122699.84693655219
343,171514.6050810371
386,233442.93488726247
2005,98717.21839052752
2908,134373.717889115
1814,275136.0078674247
2446,572378.406149903
208,147364.73390546648
1679,105212.52502562135
822,343245.48705004255
6,181880.04203147616
1781,443191.4205376588
2397,269354.7292221019
2340,323512.4047538777
1618,158074.51661953525
2843,145107.0594816631
1061,420107.30196481914
2786,126625.3042268245
1935,132014.6472120766
1341,114260.9488336024
521,288143.5281886043
2136,123675.91866913567
996,185615.87142883713
227,141178.0602728777
135,172799.4622372671
1167,153364.41401201056
294,224650.2380673601
1776,200237.5610389133
540,186649.29194191407
1717,201613.60111413992
2303,116594.02499879185
116,179438.870894857
127,133838.43146821772
1371,150034.60869175536
1014,165699.7249347856
1507,89398.01529084296
702,131536.85965760605
750,143974.88762870917
261,147117.34590173952
1559,92383.61812829137
577,213782.77420240798
2812,204904.1410707172
2080,171028.04577618916
1368,119405.6796339955
2376,120932.71511242252
659,112411.09180447253
1235,123791.33781158933
332,88369.99545623403
1917,139711.02001656746
2094,243831.00920054427
1460,272068.55538133805
1471,210692.1563413636
1509,134238.47727172496
1922,134401.6885910222
433,510396.8397979808
460,257592.81977231358
1116,233797.74288812972
1137,173646.36371300445
53,175085.08420777216
2354,257432.74315933746
1475,202641.93705258207
1761,616458.0813184268
842,141920.2288048409
2739,183118.08701750328
2509,155572.78335181152
1007,210458.5684732007
2610,162474.7223005619
1952,89383.86335219526
2719,163657.94458753563
2921,88528.36446953876
1966,140020.8668751516
292,126777.19054567695
1204,194989.06733971636
1829,237145.63571026956
2419,184287.456460784
391,144918.75630081593
798,125092.72075353963
481,195305.09439295082
193,202072.37918323526
555,117794.05211183042
899,70815.62075018912
2357,171038.72041081355
328,131395.85310998064
1356,134787.9837956586
1154,111876.38748014881
1730,166131.36742899145
2249,147836.67113489492
1119,279047.1106424229
2856,130630.81211722246
1394,130467.41888474509
2587,121881.40502019499
61,300358.2995429194
2661,189583.7039255702
2711,133419.47441511662
1147,186067.02374611373
757,132671.8843785429
2623,80675.46290038286
2378,135696.92636179252
1413,138529.14392795853
1722,217799.710673997
1112,207032.97650895326
1623,188412.56546253109
1201,177669.39255759612
1513,113229.90629394382
957,233146.60764084343
1171,275238.61879276135
1145,196883.70961255708
2726,219283.9384321101
703,128128.09021034013
760,105818.89409139377
1964,137981.66547019978
2512,184117.60800845505
159,143938.32891676
1281,158429.2869231031
468,182713.0668309236
290,123480.52950962386
665,96503.58127272481
1463,275198.27295798046
1792,221436.9951595715
923,158768.10764767733
500,262473.99698970915
1408,182041.2124417719
331,85761.4853059074
170,109425.89991980739
2192,96670.19554804152
2571,343576.032227226
2314,176463.08018231913
2647,90589.92911542849
422,434892.2673099187
2457,373226.5070387093
1838,188932.90899606605
2805,259155.95652954842
1645,156059.78736172648
1711,287946.17539157014
2825,244489.1567842013
322,326760.86062017805
2103,255791.79881915086
342,129249.16396104536
600,106953.06907050622
488,173239.52733264564
1725,302865.7012604109
2246,281818.2759916546
2847,167449.98623012897
806,257527.62644982562
530,227214.60854289078
963,186426.65383404092
2678,109216.66768832435
171,91368.02439636119
2401,427988.39253384643
805,235635.19199835378
2259,219764.23631980593
1748,177928.85200652797
1361,140692.45620819487
1677,117670.7496135333
1406,157223.83606279892
2322,232771.68479139966
688,151640.23854237946
143,143698.10634939227
804,208540.48853887492
1214,166337.82069887183
2828,140105.1391178329
1999,207825.02103605
2467,190385.90494508474
2665,158274.84426032554
1538,426564.4009183355
398,106534.45555115589
2822,142406.36940156136
2157,153692.21605824507
1856,173718.2473370509
1269,93483.86732229716
2570,126531.01854598788
2320,233458.27928605516
1517,138151.2772048186
2304,111508.88315981122
1312,101705.8514519319
2012,141115.09375308454
506,247048.5208830139
2865,193583.39505007965
2367,105008.54304589184
554,109591.72752571062
238,140087.12437011395
1954,112396.55226894871
2488,126261.94774339983
2291,92621.58466387755
1969,87822.87856295929
2725,164073.085063715
1482,161987.89790678443
2763,203306.41468356134
503,258057.2255687618
1584,267622.35369155055
1531,147473.25721960416
2210,173277.38977768226
459,328462.8478070095
556,123347.1859219646
1347,132596.61364997725
1290,82374.2907482973
1388,109298.03172749943
1571,358617.76032302127
2754,201242.27408475184
765,144659.42949288344
2494,125128.64921828151
2870,185616.48366907696
7,227792.79531303595
1114,242518.4132256236
2418,279692.01797346276
291,134276.94139872602
18,361484.2115313294
39,383608.68415419076
1001,257856.79940526545
2442,230083.4277234722
616,113333.66056430603
2680,72756.33764226151
1414,131498.31768803368
289,130088.90295138261
40,254897.81536884967
860,127610.33217447891
409,139449.57305062906
673,155362.57527141555
2427,176974.62835575404
2036,203242.08484364164
2564,137872.5452647427
642,163959.7499284394
1008,168271.48473958706
1908,153379.06988175516
2519,222457.3176173344
1369,96334.2081375262
2855,165486.8736852105
712,93707.60588593462
1943,118229.72919082735
1958,131352.1619489925
107,160659.4669355292
2295,205503.1211994172
704,105192.21063740332
676,136209.71946277385
259,177284.92521770336
93,300740.200377867
106,247738.14759838828
2315,169554.98589193882
1050,108032.40341339298
1095,208693.6755385712
2709,137735.3609526199
758,149475.85732872548
1496,148824.37079000915
2370,119799.60522351324
2458,293616.2769135669
2733,139305.4529933265
161,324961.7821939114
726,146979.25925612688
845,224720.89836217
947,271195.52213742357
2232,126516.9001276049
2563,145559.32209012576
2299,150631.77729070323
211,116611.75512248898
605,154019.66840685962
1478,217155.67675384012
2247,282194.0812912997
2274,208228.41540553587
2869,191929.21290236784
967,219356.47370614996
2656,98801.45305134293
667,199410.9851110588
1042,116919.85797726721
2023,167627.4168880946
2447,404910.95613915747
2055,124805.22804972176
2275,271547.17356354604
2204,167231.51462755902
1563,284470.2293319669
483,218174.07019991553
796,129159.75782610761
1526,158789.40806713188
2042,143941.54157306877
442,367152.7386455293
1693,310329.55700596207
1468,228542.81790052302
1430,186598.6463738148
2605,166880.96932581777
1529,195591.26441339403
335,139799.90584736824
1287,122380.6882795399
31,98682.05310141896
1785,293718.20385834377
82,141754.35040175015
2620,132260.92036983639
252,188825.72302102734
721,82965.06656111327
2165,173691.58911026956
2316,172877.37174930953
775,129990.68024606464
1558,96110.27068176348
17,257260.33811147607
1022,235062.52413092047
925,122544.95572321747
438,282782.3042812915
1270,146881.75574817852
1272,121056.70502918627
215,149701.3904257984
266,220209.31453829553
2402,280331.11886631924
1250,132255.05193183298
1984,102661.46524034007
1279,140030.34695003467
377,240810.16010019337
1252,122886.25914940736
2156,284194.06056841003
499,335111.7043338025
1374,120134.75141233476
2898,276357.9091402832
401,113032.21075633918
2721,170693.38334713108
2078,233773.69844873212
