id,saleprice
2658,143502.18041903575
2718,159715.3453763562
2414,202536.7613820276
1989,117628.88822331843
625,164172.57969753852
333,88974.83102658657
1327,96055.2877704694
858,131000.04025497349
95,187083.06211735032
1568,156149.0933476067
2482,158225.3539658678
1364,125653.15332890848
2584,159237.1085219627
818,301099.8130099532
2673,158744.64825698436
2089,114297.40499834972
1297,142516.39655590942
790,119898.98094258066
2616,183088.42128823986
720,193146.04237100203
222,144587.99061801794
557,132338.05441349698
1148,197032.06889536057
2766,166908.12060940533
534,190060.33191999316
1452,112774.66862489762
630,130510.57073751024
2648,109978.83002643842
125,160273.8399095154
1904,67414.8749813432
1670,102300.6678493517
756,103649.57039780219
717,232030.802846986
1032,163611.59884755703
852,211523.96914102064
1731,168953.32270776096
2639,107375.30225591487
2071,73394.69382602024
1267,119785.36881742929
1851,205884.94615769424
567,149186.09665351373
2439,198860.3869854317
1898,149713.35546262216
647,174416.94067327975
2256,216063.93105296546
979,94760.84547763813
1444,222228.25478115026
2485,121226.92922460342
157,127848.82880850555
88,120980.04966068678
2003,109962.90251504582
186,225811.9707032335
1425,251271.7490329865
2695,132382.43831418135
738,111235.9894288512
395,149501.90005127492
1353,183579.62756653904
1878,138606.97497906623
390,162142.28700552872
1456,251095.87285523504
1103,362764.9263640381
1387,139292.14860559892
2070,135195.23926473974
1199,179157.11782411116
2479,169450.8167471429
501,288530.23520909325
2362,94386.7862788301
1718,205693.92247223324
2188,90528.10203563851
1483,161329.3618286594
2557,90092.48030758272
437,368105.49048540764
2224,179392.16911160017
1628,166596.9254101988
397,137904.2420665238
587,182230.71549179195
2182,529329.2433949367
971,133920.6865814591
2611,155815.86247357755
1887,86325.13143922597
2399,406034.4827382906
2148,204483.33313833896
304,124051.23491744504
1997,114950.40441761765
2817,128746.92038921453
1431,185751.77665837263
427,328566.4394018882
263,117760.58612340922
598,166419.7235850207
2895,226784.2660463684
687,152459.24388075236
1822,130437.44026137177
2191,115490.14733978917
179,125367.62743967479
1009,201389.4115962018
2010,129144.8771160206
1991,130381.41363993664
1411,156019.99618374623
1721,231161.46137355472
