id,saleprice
2658,132065.41433823624
2718,151553.99829216464
2414,227949.5126216825
1989,102470.24652422275
625,191674.20386180317
333,73235.93341422683
1327,93167.25457323456
858,150853.08623457944
95,168247.28291610902
1568,169202.58155365387
2482,146330.0171828271
1364,130054.85352401412
2584,147499.69555571285
818,265199.518351181
2673,174965.60921926005
2089,125922.39471539861
1297,129052.26574215954
790,118357.73111036586
2616,182455.72805242107
720,181293.91890320077
222,158948.81425328442
557,136944.39850591795
1148,178484.371866505
2766,165491.4672134762
534,181600.60430583364
1452,120044.22700107392
630,123101.1389928505
2648,132829.4934323937
125,161142.23542865284
1904,43760.03090791451
1670,93672.18593250783
756,91221.30557192257
717,256671.99454193446
1032,150476.40560551
852,220309.04653766117
1731,163669.28198502294
2639,109416.86598669455
2071,79062.2175749341
1267,151649.26412004803
1851,209761.88092345104
567,156316.93324208283
2439,210660.72589527763
1898,158219.85149835318
647,163542.22895545844
2256,221175.7999154153
979,90334.93341654615
1444,223438.3562583655
2485,118826.19906111679
157,132748.33103414773
88,119346.52858316977
2003,97337.95717680716
186,218088.98288687668
1425,238766.04094141506
2695,125063.59872879423
738,106421.71273444282
395,160521.35085765854
1353,164571.30250499235
1878,138773.8309308781
390,151029.68491197494
1456,232811.80747894902
1103,310315.08404798247
1387,120059.53964926465
2070,149641.03025499306
1199,155797.3751513671
2479,182113.57090737327
501,316813.6640491104
2362,81767.86992459759
1718,228238.98785407003
2188,86215.19478477022
1483,150828.9133559827
2557,105808.16422776403
437,357145.1028827074
2224,186358.8961982504
1628,176868.5475988511
397,139018.8902203286
587,184265.98132398148
2182,531809.6705356245
971,150070.75526863697
2611,135080.03629892212
1887,95404.87109913072
2399,378337.21603877755
2148,193278.18737921916
304,134752.9791161762
1997,135648.7963600977
2817,120771.86275175057
1431,231483.7702626828
427,339908.9745540581
263,122029.17548643079
598,170421.0543716626
2895,236744.04072873679
687,141551.70601941264
1822,144379.2010208462
2191,94165.4476957893
179,102381.83130157035
1009,211539.6138898431
2010,131293.34591339325
1991,136403.85831540622
1411,217680.3241503036
1721,242037.2898268053
1144,197947.7788762304
593,217746.57497974695
575,329734.8518945555
1249,171180.76346653164
1604,121615.4491210331
1064,372425.55689847184
1923,148734.3389442474
1988,117346.66676440003
2325,168882.0213868771
114,191491.4921067034
2700,162093.6579385496
217,107655.55219503812
343,181114.99755681865
386,220679.97652863938
2005,104438.55545033002
2908,129909.85749309606
1814,250138.3314220828
2446,461939.3820320296
208,135867.32859910358
1679,106013.39335442512
822,317580.2764818309
6,182615.22764394962
1781,388268.10608206585
2397,319947.23815234116
2340,290599.78076103615
1618,166329.9913523348
2843,157930.95043732214
1061,369394.8407431822
