id,saleprice
2658,159397.34834291067
2718,179758.96563827147
2414,214442.31894640604
1989,94618.78231989167
625,179892.5016248895
333,72747.78767731009
1327,85637.26729044033
858,133912.20620223464
95,183051.69576968544
1568,160008.87439882944
2482,149955.54754851083
1364,116258.78939862436
2584,163957.67737847616
818,309722.51550774416
2673,182643.0109330465
2089,142090.3733109818
1297,149509.68108889487
790,119218.88441874
2616,181170.4212175263
720,203864.9571191406
222,147986.41436696931
557,120699.3676597891
1148,198669.76072516412
2766,196995.92480779748
534,175406.33187594506
1452,121143.76351298846
630,145172.7008398866
2648,108787.69502107272
125,168964.06749196406
1904,46414.905510581026
1670,77713.09001417478
756,74478.72227257266
717,287642.1516297228
1032,167955.55244399872
852,209485.280795168
1731,164425.79477667392
2639,110063.86888484954
2071,65588.35160068372
1267,122149.83343892166
1851,189353.8853214611
567,131968.81239910139
2439,210201.07491798233
1898,151619.0343933927
647,171188.96259716238
2256,222846.79652234094
979,94326.79678243163
1444,225032.8581099784
2485,122625.80110032865
157,123819.20297081352
88,118592.17000276162
2003,107207.70233925164
186,208268.35603658226
1425,249800.2286013726
2695,127457.74764274614
738,115518.68141271893
395,149092.11843576154
1353,182436.18972398795
1878,150271.10788065378
390,172887.43151885184
1456,244529.65455995788
1103,333779.44815159903
1387,135116.45443800834
2070,148240.13291165314
1199,181791.52414442901
2479,162010.8374145561
501,324102.7653296257
2362,91897.03145019076
1718,231678.93891388926
2188,100573.54609319029
1483,172181.74953938375
2557,55475.19463700932
437,338217.3627220887
2224,208555.0964280067
1628,153675.1236366778
397,132380.18375282825
587,209206.34033566422
2182,515063.06734517217
971,163727.50651182464
2611,149773.5999513891
1887,85879.74173808409
2399,375875.97274767165
2148,196527.4426933107
304,117315.36968859355
1997,135343.93855667618
2817,119908.21599287883
1431,195490.58272211574
427,350443.74801747024
263,114479.35124417534
598,201618.81175994873
2895,237916.7682429387
687,139257.48983889638
1822,136485.54319719423
2191,101921.07618402474
179,132503.796889431
1009,210350.73847260955
2010,129095.10138034495
1991,151710.43405852385
1411,167118.26751048875
1721,246735.4004235535
1144,186585.35405702595
593,218143.7251396673
575,292129.10515675053
1249,168256.30953009528
1604,117060.28340719314
1064,387273.7919534183
1923,173642.2952776409
1988,105414.1208102321
2325,169947.67775971693
114,223063.277859755
2700,187678.16520069458
217,92270.87356900863
343,192001.93651432003
386,232790.5710091997
2005,117866.41128045917
2908,138158.6932847205
1814,251333.54239346474
2446,516585.45447355066
208,141362.66744629838
1679,87682.9745924623
822,324928.59440990014
6,187880.55504058825
1781,401115.95973278675
2397,297987.8618799087
2340,293498.2047059516
1618,177144.12207450037
2843,128422.46404209951
1061,380767.7880413573
2786,131174.9455443544
1935,136214.29297058977
1341,119298.2590491325
521,261754.04726837846
2136,130985.80450960266
996,210153.959667672
227,136817.94538253
135,191691.35923933182
1167,160335.529742325
294,236162.4818996249
1776,189382.82207572533
540,169730.99424498682
1717,228882.7074572811
2303,119759.17711199913
116,203239.4704000504
127,135729.49224116324
1371,149456.48673514088
1014,191467.62269746882
1507,96907.37704335427
702,148145.33357649788
750,154109.85024452247
261,144528.27395268902
1559,75658.92138549095
577,206213.28538970722
2812,199540.3103338275
2080,164507.26663824025
1368,127278.27113952703
2376,129258.06836536399
659,101971.21690401877
1235,128264.0354686469
332,74845.29632939998
1917,150039.6522148708
2094,253310.2905987994
1460,275339.2827524865
1471,226386.1753864011
1509,135371.08107915783
1922,132952.7383354872
433,378935.59524245514
460,273389.1842434227
1116,243115.6390067444
1137,185101.22910080673
53,163712.97592662732
2354,255165.50814298607
1475,189690.81858634282
1761,460224.76473245013
842,152691.46277859533
2739,191100.05798962433
2509,141056.62339180446
1007,206825.4835670251
2610,174722.82686838516
1952,75013.27134271033
2719,175192.8275818095
2921,70731.30285733011
1966,142990.57536435965
292,135631.85052452996
1204,203600.2969313241
1829,246732.3192560438
2419,178156.8344367617
391,145726.7542823608
798,128353.44546487863
481,203298.91737879903
193,218892.49984983358
555,112246.1762294624
899,45771.760544944496
2357,179477.93177160269
328,143881.15726944624
1356,144119.89613201548
1154,116232.86805592859
1730,169030.6073907742
2249,166300.6146037737
1119,274569.2441458632
2856,140396.62815017442
1394,119859.41260049577
2587,124904.11031822785
61,333598.66745301033
2661,209758.33208354877
2711,141316.81462987213
1147,171541.4079789444
757,136176.06960667743
2623,68487.55657218276
2378,138865.06617949318
1413,132538.11208949707
1722,235856.15338960165
1112,208952.25429007012
1623,198903.55022038936
1201,181239.76257256078
1513,111505.74772910879
957,439702.17066696484
1171,264795.955342875
1145,185730.52961161756
2726,231887.3052938363
703,133475.91704579996
760,116754.68920757042
1964,147371.4710057926
2512,182555.452263548
159,145685.05720923218
1281,174917.51787884408
468,186412.10875226388
290,120383.5103924181
665,71474.46626931598
1463,282457.76525018865
1792,217164.30721843624
923,153902.91606514592
500,299556.06444782636
1408,178698.16421690333
331,85982.71957885195
170,133456.64757553278
2192,90556.6711547442
2571,338172.29506900336
2314,184574.82510612774
2647,78487.61108530899
422,397172.21548761346
2457,362936.5486704889
1838,191583.6132700634
2805,259814.5431255093
1645,161130.59193849543
1711,314443.9876699074
2825,261656.86286238898
322,324799.2808711049
2103,259609.42332320646
342,129155.39815113152
600,105000.66066958028
488,184286.4469173492
1725,310465.1459213039
2246,268487.44417317735
2847,176875.61879474542
806,254135.5378429543
530,231368.44135170916
963,196062.05541926326
2678,81505.25356111178
171,91456.42331867124
2401,400790.48922217696
805,229243.97106924487
2259,247994.34036731263
1748,183987.1558734968
1361,139507.05740482305
1677,114842.04321277697
1406,171674.62403872624
2322,243035.31269585024
688,150712.34091332916
143,135593.4283475667
804,194975.91890290816
1214,173610.49179323923
2828,168009.92587195805
1999,230957.22849630957
2467,178460.71103846506
2665,160728.55694393476
1538,371903.4809184035
398,95753.15233021168
2822,148021.49584512942
2157,159317.97171145998
1856,200621.37191806742
1269,92465.26729870247
2570,129774.87275412102
2320,229250.45413184175
1517,140856.05328468597
2304,114589.53923506275
1312,98468.19546268843
2012,148868.6209135283
506,246243.21243105034
2865,210113.54469564595
2367,103306.57561675934
554,95643.87126211455
238,145311.60818307308
1954,98425.8379927908
2488,121219.68545013326
2291,71439.80220229665
1969,87201.54815082395
2725,175409.54107897737
1482,168132.25581676298
2763,203879.22247050182
503,247534.0221268248
1584,261163.55740464633
1531,159512.51628442356
2210,184146.20716353852
459,327971.0177415494
556,111082.73629726871
1347,154270.2776523929
1290,57983.494272936805
1388,102506.75688081831
1571,349503.7424783412
2754,198021.04767832902
765,155111.1763637245
2494,128677.03314488186
2870,195927.26925827347
7,223919.2438303513
1114,243199.6467337066
2418,288401.9151647892
291,107749.38001329752
18,335554.8520352832
39,336749.65580877603
1001,257838.9644248121
2442,240603.1033040194
616,110975.66665280168
2680,67534.1854654708
1414,130584.78069999957
289,141618.1370525747
40,254897.2429088323
860,132784.14152042873
409,144888.17900470298
673,180908.6647267874
2427,167985.20337065915
2036,208469.86769660993
2564,135556.3820811416
642,191995.2762003577
1008,169419.89300946856
1908,163780.39888912515
2519,219503.9557601131
1369,66765.98370240131
2855,174358.539009252
712,71519.00794919323
1943,102955.11385537506
1958,135961.83980025008
107,179646.93541269793
2295,239434.9006945518
704,101669.27224329778
676,128553.17700386868
259,179172.9917571744
93,271227.2905677308
106,243620.6425000466
2315,183931.922494639
1050,96342.02861172741
1095,219279.5585471286
2709,159021.78245641687
758,160248.50337460055
1496,165037.42193811937
2370,117563.39015804432
2458,277191.791359948
2733,152058.86270193692
161,268728.81056715397
726,145144.03151520542
845,228752.87634854144
947,261479.65629314657
2232,120359.26416173254
2563,150061.41036918972
2299,173832.17556818284
211,115634.39367704742
605,157380.4028558886
1478,208091.53949682895
2247,275826.65018202725
2274,245658.97270958897
2869,209156.6477209049
967,215338.43770474682
2656,92458.25568820286
667,245494.36206234348
1042,113984.96138354827
2023,180704.00457256287
2447,383330.6365456099
2055,132611.921854808
2275,274711.11087287636
2204,172245.58089190145
1563,266819.7386360188
483,237314.44336930793
796,116554.19654020856
1526,163429.50738676958
2042,177661.04737496245
442,359384.4343422125
1693,328517.8884960242
1468,224097.75514300397
1430,206374.33950468327
2605,186377.62338012655
1529,197687.89331968408
335,142474.0848305353
1287,122763.43755763819
31,93517.10515113681
1785,273332.3768489348
82,134024.51056517308
