id,saleprice
2658,146681.03829541034
2718,156268.03518222418
2414,218829.04518630946
1989,91091.38596936692
625,175419.4448713446
333,66410.5788015309
1327,92115.03045730173
858,134422.7210093157
95,185896.19269558927
1568,161254.97171291756
2482,143956.81321033856
1364,120129.4625944634
2584,166917.78658519933
818,278607.5315094626
2673,182357.6483098605
2089,124730.52877606946
1297,157800.7400358107
790,120996.1483551582
2616,181883.1813250395
720,215253.23119151103
222,157336.01454262875
557,134637.96012443473
1148,185839.0259054827
2766,195280.1138487993
534,190130.75236757295
1452,119273.9082744442
630,160493.35156375956
2648,116415.64785512316
125,163919.09817246444
1904,32552.207936721796
1670,98668.40080878287
756,91271.47394235905
717,257394.74796930223
1032,172944.81970580653
852,214914.4974190259
1731,160032.5871625335
2639,119915.79121439793
2071,93728.05278195364
1267,98240.76826734662
1851,200181.59219952745
567,134959.05909158432
2439,212632.28165586188
1898,152641.56925953485
647,158945.3043649801
2256,225516.18058257562
979,90464.25112661897
1444,229928.84445501218
2485,117597.6927968465
157,128719.24075140514
88,119025.32170685631
2003,107403.71519096587
186,244367.30005224966
1425,258154.19733216203
2695,132818.95287248015
738,111891.95778037899
395,147911.14342157572
1353,181377.62803123423
1878,148649.59558916834
390,166211.45474845188
1456,249529.68998474098
1103,322533.8230413799
1387,145408.26970138407
2070,156063.87744271455
1199,174090.76014864023
2479,157155.7457962489
501,296605.8113248665
2362,87620.38306363673
1718,212636.8964649
2188,87245.05105666812
1483,165510.33287019236
2557,79861.6606718078
437,352503.9288008377
2224,201603.39445185263
1628,171127.50435211847
397,137501.53787447003
587,192407.3549830864
2182,569290.2447850159
971,147329.68041281073
2611,150054.0454367877
1887,72198.06606617013
2399,414338.41422934225
2148,204856.3469821626
304,122617.9119231874
1997,130982.3099737073
2817,131128.7659567848
1431,187578.70283029144
427,332900.1272619693
263,119061.62283357789
598,191451.12800972993
2895,244538.07913284807
687,143297.30386381553
1822,135376.8449589644
2191,117199.42825908467
179,125888.48865371023
1009,220388.80182685773
2010,128393.20225701362
1991,147556.12447812193
1411,173019.19910181133
1721,248636.1087199195
1144,180560.90675916796
593,233746.9214961304
575,329768.2487778537
1249,173508.165294205
1604,109681.21490044318
1064,480951.365777061
1923,177839.0963187393
1988,86202.0742600026
2325,167587.9416763106
114,210515.24055007176
2700,167382.97218848168
217,162151.46605692533
343,185723.5934971825
386,248304.14639583533
2005,108697.39575085582
2908,139936.68470407772
1814,262562.98823666864
2446,493091.086618742
208,162417.7681782375
1679,88765.98656051695
822,368529.11614649533
6,189947.4755353994
1781,447996.32099782105
2397,302793.76483045105
2340,315578.95124466484
1618,170550.1300331756
2843,99320.22180129116
1061,382540.0805758006
2786,134283.6375431078
1935,135392.05816991907
1341,121228.82183034252
521,290187.5922598457
2136,132598.31273789564
996,211004.91036985343
227,149347.11754956725
135,190454.34334400564
1167,148465.42649793593
294,238434.92585623573
1776,197801.53080188594
540,187285.13415563846
1717,209103.37054450746
2303,113891.14885090184
116,191345.14383034356
127,139770.61867751656
1371,147696.4275500292
1014,188915.58217062833
1507,75089.13497752062
702,142521.08535029544
750,148703.56411765062
261,141226.95641181048
1559,80978.05654295076
577,198535.93133626156
2812,205929.12026991817
2080,166984.08533134963
1368,121975.92120458139
2376,127602.76697993386
659,86876.38217129173
1235,126472.68923470646
332,64083.32857072976
1917,143389.69524657878
2094,237035.10232920182
1460,277582.4297358474
1471,220079.57556850548
1509,137241.59993265953
1922,134337.52462310772
433,475155.47524628334
460,331211.42656332545
1116,225241.19882220138
1137,178551.3977773389
53,172964.41784152202
2354,257799.5500180052
1475,196597.07926653724
1761,521806.68215748447
842,150058.90886011877
2739,187879.7068080303
2509,147481.68038461363
1007,221567.0657065675
2610,177201.3425134915
1952,76475.16067601326
2719,155963.8700125189
2921,65293.44300026308
1966,144616.9592545905
292,140125.81138646233
1204,202793.96180159668
1829,257916.17498628353
2419,186415.44251220243
391,150319.50897300884
798,122330.14838191053
481,209453.21479710526
193,213962.761693309
555,120491.29569691297
899,52057.470303831506
2357,172892.8256424755
328,138422.35809207766
1356,139407.2500353044
1154,109947.24758421557
1730,167180.4881549087
2249,163054.47027521083
1119,286910.01915182493
2856,151460.79222566352
1394,130583.01510067332
2587,120799.62764817206
61,305542.14388679137
2661,193975.14739793842
2711,136812.73266250556
1147,167995.80741146687
757,136470.16947689242
2623,62376.72724755795
2378,134415.45801592484
1413,124725.30029970978
1722,246384.89327515234
1112,202566.17703093358
1623,201264.23786083062
1201,177764.22417104445
1513,117045.27739345326
957,143484.66340855366
1171,286993.03906891076
1145,190444.1216892299
2726,216559.6575590214
703,130300.99019915648
760,113344.99742884157
1964,145715.82100493947
2512,183391.7618168814
159,142217.44702826007
1281,175382.01017697866
468,183960.6616434365
290,127113.62604337619
665,89609.1767644827
1463,281422.5435780689
1792,216433.06489565535
923,159052.5861797441
500,279478.2059610616
1408,212300.83431275925
331,67920.90772354725
170,146933.24884058008
2192,95443.71292208508
2571,304706.4164403174
2314,181774.95741964862
2647,77015.90651031712
422,454354.1872153259
2457,327479.8392921116
1838,195901.23850647663
2805,270297.7738817114
1645,157798.02193997835
1711,307155.24224360543
2825,252844.39268806743
322,356517.95850556577
2103,264680.50232041685
342,129674.58441371842
600,111131.54787203416
488,182203.88086743501
1725,351387.96837940376
2246,292043.941129645
2847,184268.55987176218
806,270269.7721914273
530,228797.75749388328
963,191965.60030865035
2678,45673.451143131126
171,87058.42035063413
2401,459887.5995885001
805,235375.0539659555
2259,238191.32055083074
1748,192938.44211877635
1361,136096.73242825875
1677,102382.38214763624
1406,176022.6250849138
2322,225570.97445540802
688,155241.89675024638
143,142452.8728517642
804,208409.62108573515
1214,168166.14525664237
2828,144633.99695184955
1999,235054.07853077064
2467,190030.8004530815
2665,163900.12756183607
1538,378667.9146009721
398,103711.8132645418
2822,147214.2756951337
2157,147032.36513190193
1856,194594.12254252742
1269,82906.39056146705
2570,126089.01039356441
2320,250160.50718348922
1517,139822.11447433903
2304,110109.7502295564
1312,99236.58296972359
2012,149500.22779925607
506,251037.1336130856
2865,213040.52853396066
2367,86690.32420532515
554,102056.87054267948
